-2.826351672410964966e-02,-2.165178656578063965e-01,1.236166283488273621e-01,1.171561479568481445e-01,-1.250569373369216919e-01,-3.549499809741973877e-01,-3.345702309161424637e-03,-2.991587817668914795e-01,-3.822878897190093994e-01,-2.448545768857002258e-02,-2.134534418582916260e-01,2.510772049427032471e-01,2.197749353945255280e-02,-1.460010558366775513e-01,-6.774472594261169434e-01,-1.453348547220230103e-01,-2.746543586254119873e-01,-6.872677206993103027e-01,-9.536880497762467712e-06,-2.119103372097015381e-01,2.958782613277435303e-01,1.212306767702102661e-01,-1.048445105552673340e-01,-7.287983298301696777e-01,-4.859288409352302551e-02,-3.015600442886352539e-01,-7.504970431327819824e-01,-2.817268855869770050e-02,-2.228452265262603760e-01,5.045801997184753418e-01,-2.928924560546875000e-02,-1.424347907304763794e-01,4.153719842433929443e-01,-2.890839986503124237e-02,-2.926314771175384521e-01,4.040696322917938232e-01,2.067677490413188934e-02,-2.192393541336059570e-01,5.635915398597717285e-01,-5.528281256556510925e-02,-5.798264965415000916e-02,4.067004323005676270e-01,-3.572179749608039856e-02,-3.806501328945159912e-01,3.812998235225677490e-01,-8.789117634296417236e-02,-2.059985883533954620e-02,1.894707381725311279e-01,-2.704315818846225739e-03,-4.080407917499542236e-01,1.640991866588592529e-01,-6.940154731273651123e-02,4.838028550148010254e-02,-2.334879338741302490e-02,1.132551133632659912e-01,-4.521678686141967773e-01,-2.872508391737937927e-02
-2.822997607290744781e-02,-2.166897505521774292e-01,1.236463040113449097e-01,1.237554550170898438e-01,-1.276021748781204224e-01,-3.525128960609436035e-01,-1.270434260368347168e-02,-2.997804284095764160e-01,-3.823592662811279297e-01,-2.430715039372444153e-02,-2.141165286302566528e-01,2.511671781539916992e-01,4.677513614296913147e-02,-1.483957171440124512e-01,-6.797391176223754883e-01,-1.690806001424789429e-01,-2.741866707801818848e-01,-6.802105307579040527e-01,1.716315746307373047e-04,-2.126592099666595459e-01,2.959688603878021240e-01,1.493824124336242676e-01,-1.080841347575187683e-01,-7.246930003166198730e-01,-7.623742520809173584e-02,-3.014006614685058594e-01,-7.489282488822937012e-01,-2.853213809430599213e-02,-2.240066379308700562e-01,5.045927166938781738e-01,-2.915111556649208069e-02,-1.433551162481307983e-01,4.156082272529602051e-01,-2.919179387390613556e-02,-2.935275137424468994e-01,4.038686156272888184e-01,2.010983042418956757e-02,-2.206810861825942993e-01,5.638409852981567383e-01,-5.574881285429000854e-02,-5.900891125202178955e-02,4.072258174419403076e-01,-3.533887863159179688e-02,-3.813250660896301270e-01,3.806208074092864990e-01,-9.344061464071273804e-02,-2.105711214244365692e-02,1.910212337970733643e-01,3.635555040091276169e-03,-4.075630307197570801e-01,1.641086637973785400e-01,-8.644667267799377441e-02,4.803467169404029846e-02,-2.253767289221286774e-02,1.304602771997451782e-01,-4.483079612255096436e-01,-2.248746901750564575e-02
-2.820289321243762970e-02,-2.168686836957931519e-01,1.236509159207344055e-01,1.274879127740859985e-01,-1.302700936794281006e-01,-3.510275483131408691e-01,-1.887599006295204163e-02,-3.006753623485565186e-01,-3.823857605457305908e-01,-2.419426850974559784e-02,-2.147858887910842896e-01,2.512197792530059814e-01,6.652005016803741455e-02,-1.514795869588851929e-01,-6.815076470375061035e-01,-1.886572390794754028e-01,-2.739441990852355957e-01,-6.727834939956665039e-01,2.771498111542314291e-04,-2.134404629468917847e-01,2.960276305675506592e-01,1.718953698873519897e-01,-1.123498007655143738e-01,-7.205989360809326172e-01,-1.001035943627357483e-01,-3.015622496604919434e-01,-7.468290925025939941e-01,-2.881032228469848633e-02,-2.252219915390014648e-01,5.045952200889587402e-01,-2.899354510009288788e-02,-1.443176418542861938e-01,4.158445894718170166e-01,-2.950349450111389160e-02,-2.944647371768951416e-01,4.036493599414825439e-01,1.965990476310253143e-02,-2.221793681383132935e-01,5.640393495559692383e-01,-5.597638338804244995e-02,-6.002309173345565796e-02,4.077723026275634766e-01,-3.520224615931510925e-02,-3.820693790912628174e-01,3.799545764923095703e-01,-9.775949269533157349e-02,-2.133519761264324188e-02,1.925187855958938599e-01,8.084580302238464355e-03,-4.072404205799102783e-01,1.640116721391677856e-01,-9.997876733541488647e-02,4.784118011593818665e-02,-2.118237316608428955e-02,1.427677422761917114e-01,-4.454289674758911133e-01,-1.751255244016647339e-02
-2.818820439279079437e-02,-2.170496582984924316e-01,1.236277669668197632e-01,1.283268183469772339e-01,-1.328460574150085449e-01,-3.505936861038208008e-01,-2.156524546444416046e-02,-3.019174039363861084e-01,-3.825179636478424072e-01,-2.415270172059535980e-02,-2.154369354248046875e-01,2.512300014495849609e-01,8.041167259216308594e-02,-1.548656225204467773e-01,-6.831158995628356934e-01,-2.033224552869796753e-01,-2.740979194641113281e-01,-6.655469536781311035e-01,3.021791635546833277e-04,-2.142228782176971436e-01,2.960479259490966797e-01,1.879620850086212158e-01,-1.171368286013603210e-01,-7.171582579612731934e-01,-1.192793324589729309e-01,-3.022516667842864990e-01,-7.445326447486877441e-01,-2.899017184972763062e-02,-2.264444679021835327e-01,5.045883059501647949e-01,-2.882429771125316620e-02,-1.452849805355072021e-01,4.160697162151336670e-01,-2.982553094625473022e-02,-2.954077720642089844e-01,4.034186899662017822e-01,1.935800909996032715e-02,-2.236724644899368286e-01,5.641751885414123535e-01,-5.596135929226875305e-02,-6.098244711756706238e-02,4.083153903484344482e-01,-3.530196100473403931e-02,-3.828580975532531738e-01,3.793181777000427246e-01,-1.006694585084915161e-01,-2.134343981742858887e-02,1.938591301441192627e-01,1.051455177366733551e-02,-4.071032404899597168e-01,1.637069582939147949e-01,-1.094739213585853577e-01,4.810221865773200989e-02,-1.963031105697154999e-02,1.499616354703903198e-01,-4.437238574028015137e-01,-1.447542104870080948e-02
-2.819163538515567780e-02,-2.172275632619857788e-01,1.235750243067741394e-01,1.263248473405838013e-01,-1.351497918367385864e-01,-3.512072265148162842e-01,-2.062269486486911774e-02,-3.035276830196380615e-01,-3.828140795230865479e-01,-2.418434619903564453e-02,-2.160469442605972290e-01,2.511955797672271729e-01,8.799310028553009033e-02,-1.581636220216751099e-01,-6.848880648612976074e-01,-2.124838978052139282e-01,-2.747924327850341797e-01,-6.590738296508789062e-01,2.473201020620763302e-04,-2.149771302938461304e-01,2.960258126258850098e-01,1.971755772829055786e-01,-1.219412684440612793e-01,-7.148936390876770020e-01,-1.329205781221389771e-01,-3.036517798900604248e-01,-7.423877716064453125e-01,-2.905674092471599579e-02,-2.276317626237869263e-01,5.045717954635620117e-01,-2.864892035722732544e-02,-1.462235897779464722e-01,4.162732958793640137e-01,-3.013737313449382782e-02,-2.963246107101440430e-01,4.031839072704315186e-01,1.923006214201450348e-02,-2.251047343015670776e-01,5.642387270927429199e-01,-5.570648983120918274e-02,-6.185188516974449158e-02,4.088332653045654297e-01,-3.561933711171150208e-02,-3.836669325828552246e-01,3.787294328212738037e-01,-1.020349487662315369e-01,-2.101583406329154968e-02,1.949533373117446899e-01,1.087771821767091751e-02,-4.071548879146575928e-01,1.631396859884262085e-01,-1.145561039447784424e-01,4.904383048415184021e-02,-1.817592605948448181e-02,1.519761383533477783e-01,-4.432412087917327881e-01,-1.381621882319450378e-02
-2.821781672537326813e-02,-2.173972874879837036e-01,1.234920993447303772e-01,1.216051429510116577e-01,-1.370532661676406860e-01,-3.527671396732330322e-01,-1.605802401900291443e-02,-3.054620921611785889e-01,-3.832230865955352783e-01,-2.428761683404445648e-02,-2.165957987308502197e-01,2.511172294616699219e-01,8.914847671985626221e-02,-1.610441207885742188e-01,-6.870242357254028320e-01,-2.157420665025711060e-01,-2.761200368404388428e-01,-6.538869142532348633e-01,1.174995559267699718e-04,-2.156768739223480225e-01,2.959609031677246094e-01,1.994949877262115479e-01,-1.263334602117538452e-01,-7.141151428222656250e-01,-1.403123885393142700e-01,-3.058851361274719238e-01,-7.407239675521850586e-01,-2.900012582540512085e-02,-2.287477701902389526e-01,5.045443177223205566e-01,-2.847254462540149689e-02,-1.471047997474670410e-01,4.164473712444305420e-01,-3.041813336312770844e-02,-2.971874773502349854e-01,4.029518365859985352e-01,1.929261349141597748e-02,-2.264288663864135742e-01,5.642231702804565430e-01,-5.522409081459045410e-02,-6.260588020086288452e-02,4.093077778816223145e-01,-3.612888231873512268e-02,-3.844729065895080566e-01,3.782064318656921387e-01,-1.017719581723213196e-01,-2.032726071774959564e-02,1.957370042800903320e-01,9.203928522765636444e-03,-4.073736667633056641e-01,1.623118072748184204e-01,-1.150009408593177795e-01,5.076541379094123840e-02,-1.701654307544231415e-02,1.488549560308456421e-01,-4.438953697681427002e-01,-1.567995361983776093e-02
-2.826960943639278412e-02,-2.175539731979370117e-01,1.233802735805511475e-01,1.143592149019241333e-01,-1.384904384613037109e-01,-3.550905883312225342e-01,-8.049154654145240784e-03,-3.076099157333374023e-01,-3.835918605327606201e-01,-2.445852756500244141e-02,-2.170657366514205933e-01,2.509988546371459961e-01,8.407133817672729492e-02,-1.632857024669647217e-01,-6.895531415939331055e-01,-2.129203081130981445e-01,-2.781018018722534180e-01,-6.503968834877014160e-01,-7.979358633747324347e-05,-2.162981629371643066e-01,2.958561182022094727e-01,1.951883286237716675e-01,-1.300095319747924805e-01,-7.148826718330383301e-01,-1.409332007169723511e-01,-3.089829385280609131e-01,-7.398064136505126953e-01,-2.881878800690174103e-02,-2.297596186399459839e-01,5.045038461685180664e-01,-2.830201201140880585e-02,-1.479031145572662354e-01,4.165854752063751221e-01,-3.064980544149875641e-02,-2.979708015918731689e-01,4.027296006679534912e-01,1.954833045601844788e-02,-2.276029735803604126e-01,5.641257166862487793e-01,-5.453788116574287415e-02,-6.322675198316574097e-02,4.097240269184112549e-01,-3.680189326405525208e-02,-3.852522373199462891e-01,3.777678906917572021e-01,-9.985670447349548340e-02,-1.930110901594161987e-02,1.961765438318252563e-01,5.594324320554733276e-03,-4.077177345752716064e-01,1.612848043441772461e-01,-1.107420921325683594e-01,5.321068689227104187e-02,-1.622596755623817444e-02,1.407324969768524170e-01,-4.454934000968933105e-01,-1.989514194428920746e-02
-2.834763750433921814e-02,-2.176931500434875488e-01,1.232430562376976013e-01,1.048464626073837280e-01,-1.394604146480560303e-01,-3.579364120960235596e-01,3.054478671401739120e-03,-3.098019361495971680e-01,-3.836961090564727783e-01,-2.469166740775108337e-02,-2.174415588378906250e-01,2.508468627929687500e-01,7.321053743362426758e-02,-1.647989600896835327e-01,-6.923319697380065918e-01,-2.040775269269943237e-01,-2.806746661663055420e-01,-6.488485336303710938e-01,-3.362969146110117435e-04,-2.168201059103012085e-01,2.957180142402648926e-01,1.847633272409439087e-01,-1.328183263540267944e-01,-7.170222997665405273e-01,-1.345148831605911255e-01,-3.128618299961090088e-01,-7.397869825363159180e-01,-2.852218784391880035e-02,-2.306379526853561401e-01,5.044481754302978516e-01,-2.814809791743755341e-02,-1.485961377620697021e-01,4.166833460330963135e-01,-3.081985749304294586e-02,-2.986519336700439453e-01,4.025241732597351074e-01,1.998299919068813324e-02,-2.285908907651901245e-01,5.639480352401733398e-01,-5.368481576442718506e-02,-6.370446830987930298e-02,4.100704491138458252e-01,-3.760875761508941650e-02,-3.859806060791015625e-01,3.774325251579284668e-01,-9.633245319128036499e-02,-1.801240630447864532e-02,1.962714195251464844e-01,2.172844106098636985e-04,-4.081322848796844482e-01,1.601703464984893799e-01,-1.018817797303199768e-01,5.615984648466110229e-02,-1.574703305959701538e-02,1.278485953807830811e-01,-4.477673172950744629e-01,-2.599803172051906586e-02
-2.845021337270736694e-02,-2.178111672401428223e-01,1.230862364172935486e-01,9.339719265699386597e-02,-1.400192975997924805e-01,-3.610337376594543457e-01,1.673922687768936157e-02,-3.118294775485992432e-01,-3.832913935184478760e-01,-2.498131059110164642e-02,-2.177110761404037476e-01,2.506700158119201660e-01,5.721463635563850403e-02,-1.656235456466674805e-01,-6.950818300247192383e-01,-1.895047426223754883e-01,-2.836903333663940430e-01,-6.492878794670104980e-01,-6.447538617067039013e-04,-2.172246575355529785e-01,2.955558001995086670e-01,1.689053922891616821e-01,-1.347587853670120239e-01,-7.201827764511108398e-01,-1.210890784859657288e-01,-3.173160552978515625e-01,-7.406614422798156738e-01,-2.813248522579669952e-02,-2.313552647829055786e-01,5.043756961822509766e-01,-2.802719920873641968e-02,-1.491633951663970947e-01,4.167384803295135498e-01,-3.092337027192115784e-02,-2.992095351219177246e-01,4.023426175117492676e-01,2.056396007537841797e-02,-2.293598949909210205e-01,5.636972784996032715e-01,-5.271606892347335815e-02,-6.403420865535736084e-02,4.103384613990783691e-01,-3.852052986621856689e-02,-3.866321146488189697e-01,3.772178590297698975e-01,-9.131653606891632080e-02,-1.657893322408199310e-02,1.960530728101730347e-01,-6.697730626910924911e-03,-4.085563421249389648e-01,1.591124981641769409e-01,-8.871225267648696899e-02,5.925530567765235901e-02,-1.540623791515827179e-02,1.105833873152732849e-01,-4.504105746746063232e-01,-3.329779952764511108e-02
-2.857355214655399323e-02,-2.179054170846939087e-01,1.229176074266433716e-01,8.041381835937500000e-02,-1.402637660503387451e-01,-3.641141057014465332e-01,3.234947100281715393e-02,-3.134708404541015625e-01,-3.821707665920257568e-01,-2.532224915921688080e-02,-2.178654372692108154e-01,2.504783868789672852e-01,3.687558695673942566e-02,-1.659007072448730469e-01,-6.974456906318664551e-01,-1.697124242782592773e-01,-2.869213521480560303e-01,-6.515512466430664062e-01,-1.000163378193974495e-03,-2.174973338842391968e-01,2.953804433345794678e-01,1.484219878911972046e-01,-1.359536647796630859e-01,-7.239161133766174316e-01,-1.010178402066230774e-01,-3.220229148864746094e-01,-7.422456145286560059e-01,-2.768430672585964203e-02,-2.318871617317199707e-01,5.042862892150878906e-01,-2.796187810599803925e-02,-1.495873183012008667e-01,4.167500436305999756e-01,-3.096401691436767578e-02,-2.996249794960021973e-01,4.021916985511779785e-01,2.124162577092647552e-02,-2.298821061849594116e-01,5.633856058120727539e-01,-5.169627815485000610e-02,-6.421576440334320068e-02,4.105225503444671631e-01,-3.950994461774826050e-02,-3.871808946132659912e-01,3.771383166313171387e-01,-8.500305563211441040e-02,-1.514569018036127090e-02,1.955793946981430054e-01,-1.486665196716785431e-02,-4.089305996894836426e-01,1.582639962434768677e-01,-7.173319905996322632e-02,6.205390021204948425e-02,-1.494700554758310318e-02,8.949966728687286377e-02,-4.531134665012359619e-01,-4.097649827599525452e-02
